Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Kaante,2002,150,"Action, Crime, Drama",6.5,4738,Sanjay Gupta,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty
Kali Salwaar,2002,112,Drama,6.2,95,Fareeda Mehta,Sadiya Siddiqui,Irrfan Khan,Surekha Sikri
Karz: The Burden of Truth,2002,173,"Action, Crime, Drama",3.9,390,Harry Baweja,Sunny Deol,Sunil Shetty,Shilpa Shetty Kundra
Kehtaa Hai Dil Baar Baar,2002,119,"Comedy, Drama, Romance",4.7,182,Rahul Dholakia,Paresh Rawal,Jimmy Sheirgill,Kim Sharma
Kitne Door... Kitne Paas,2002,146,"Comedy, Romance",4.5,299,Mehul Kumar,Fardeen Khan,Amrita Arora,Satish Shah
Koi Mere Dil Se Poochhe,2002,165,"Musical, Romance, Thriller",3.5,270,Vinay Shukla,Jaya Bachchan,Aftab Shivdasani,Sanjay Kapoor
Kranti,2002,142,"Action, Drama",3.8,394,Naresh Malhotra,Vinod Khanna,Bobby Deol,Ameesha Patel
Kuch Tum Kaho Kuch Hum Kahein,2002,171,"Action, Drama, Romance",5.6,569,K. Ravi Shankar,Vikram Gokhale,Dinesh Hingoo,Adi Irani
Kya Yehi Pyaar Hai,2002,145,"Drama, Romance",3.9,441,K. Muralimohana Rao,Jackie Shroff,Aftab Shivdasani,Ameesha Patel
Lal Salaam,2002,131,"Musical, Action, Drama",6.7,88,Gaganvihari Borate,Nandita Das,Sharad S. Kapoor,Makrand Deshpande
Let's Be Friends!,2002,149,"Comedy, Drama, Family",5.1,5207,Kunal Kohli,Hrithik Roshan,Kareena Kapoor,Rani Mukerji
Maa Tujhhe Salaam,2002,162,"Action, Drama",3.5,1145,Tinnu Verma,Sunny Deol,Tabu,Arbaaz Khan
Maine Dil Tujhko Diya,2002,154,"Action, Romance",3.7,1125,Sohail Khan,Sohail Khan,Sameera Reddy,Sanjay Dutt
Marshal,2002,109,Action,5.4,17,Manish R. Khandelwal,Ishrat Ali,Liyaqat Bari,Mithun Chakraborty
Maseeha,2002,117,"Action, Crime, Drama",4.1,74,Partho Ghosh,Sunil Shetty,Namrata Shirodkar,Inder Kumar
Mawali No.1,2002,115,Action,3.5,8,Leela Prasad,Sadashiv Amrapurkar,Mithun Chakraborty,Indraja
Mere Yaar Ki Shaadi Hai,2002,158,"Comedy, Drama, Romance",5.3,2102,Sanjay Gadhvi,Uday Chopra,Jimmy Sheirgill,Bipasha Basu
Mitr: My Friend,2002,104,Drama,6.8,245,Revathi,Shobana,Nassar Abdulla,Preeti Vissa
Na Tum Jaano Na Hum,2002,158,"Comedy, Drama, Musical",5,2756,Arjun Sablok,Saif Ali Khan,Hrithik Roshan,Esha Deol
Octave,2002,118,Drama,5.1,8,Shaji N. Karun,Rajit Kapoor,Archana,Geshe Thupten-Phelgyei
Om Jai Jagadish,2002,172,"Drama, Musical",5.5,1911,Anupam Kher,Waheeda Rehman,Anil Kapoor,Fardeen Khan
Pitaah,2002,126,"Action, Drama",6.3,693,Mahesh Manjrekar,Sanjay Dutt,Nandita Das,Sachin Khedekar
Pyaar Diwana Hota Hai,2002,148,"Comedy, Drama, Romance",3.9,335,Rani Mukerji,Govinda,Om Puri,Laxmikant Berde
Pyaasa,2002,137,"Drama, Romance",3.3,96,Anil Mattoo,A. Muthu,Aftab Shivdasani,Zulfi Sayed
Raaz,2002,151,"Drama, Horror, Musical",6.5,3085,Vikram Bhatt,Dino Morea,Bipasha Basu,Malini Sharma
Reshma Aur Sultaan,2002,82,Action,4.9,10,S. Kumar,Hemant Birje,Dharmendra,Shakti Kapoor
Rishtey,2002,164,"Action, Drama",4.6,921,Indra Kumar,Anil Kapoor,Karisma Kapoor,Shilpa Shetty Kundra
Road,2002,134,Thriller,5.6,1197,Rajat Mukherjee,Manoj Bajpayee,Vivek Oberoi,Antara Mali
Saathiya,2002,138,"Drama, Family, Romance",6.8,6734,Shaad Ali,Vivek Oberoi,Rani Mukerji,Shah Rukh Khan
Sainika,2002,150,"Action, Drama",6.7,18,K. Mahesh Sukhadhare,Doddanna,Nataraj Enigi,Raj Gupta
Santosham,2002,150,"Drama, Romance",7.1,545,Dasaradh,Dasharth,Nagarjuna Akkineni,Shriya Saran
Shaheed-E-Azam,2002,173,"Biography, Drama, History",6.8,27,Sukumar Nair,Sonu Sood,Manav Vij,Binnu Dhillon
Shakthi: The Power,2002,170,"Action, Drama",6,4669,Krishna Vamsi,Karisma Kapoor,Nana Patekar,Sanjay Kapoor
Shararat,2002,155,"Comedy, Drama, Romance",4.6,448,Gurudev Bhalla,Abhishek Bachchan,Hrishitaa Bhatt,Amrish Puri
Simhadriya Simha,2002,157,"Action, Drama",8.5,66,S. Narayan,Vishnuvardhan,Meena,Bhanupriya
Soch,2002,145,"Drama, Mystery, Thriller",4.3,86,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon,Aditi Govitrikar
Sur,2002,136,"Drama, Musical, Romance",6.4,475,Tanuja Chandra,Lucky Ali,Simone Singh,Achint Kaur
Tarzan's Daughter,2002,99,"Action, Adventure, Musical",4.5,11,Pratap Singh,Hemant Birje,Ritika Singh,Raza Murad
Thamizhan,2002,162,"Action, Drama",5.7,1633,A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar
The Legend of Bhagat Singh,2002,155,"Action, Biography, Drama",8.1,15250,Rajkumar Santoshi,Ajay Devgn,Sushant Singh,D. Santosh
The Web of the Witch,2002,90,"Comedy, Family, Fantasy",7.4,1789,Vishal Bhardwaj,Shabana Azmi,Shweta Basu Prasad,Makrand Deshpande
Tum Se Achcha Kaun Hai,2002,150,"Drama, Musical, Romance",4.6,200,Deepak Anand,Nakul Kapoor,Aarti Chhabria,Kim Sharma
Tumko Na Bhool Paayenge,2002,160,"Action, Romance, Thriller",5.6,2787,Pankaj Parashar,Pankaj Dheer,Arbaaz Khan,Salman Khan
Waah! Tera Kya Kehna,2002,100,"Action, Comedy, Crime",3.7,257,Manoj Agrawal,Govinda,Raveena Tandon,Preeti Jhangiani
Yeh Dil Aashiqanaa,2002,152,"Action, Romance",4.3,273,Kuku Kohli,Karann Nathh,Jividha Sharma,Aruna Irani
Yeh Hai Jalwa,2002,165,"Comedy, Drama, Romance",4.7,2443,David Dhawan,Rishi Kapoor,Salman Khan,Ameesha Patel
Yeh Kaisi Mohabbat,2002,160,"Musical, Drama, Romance",3.8,32,Dinkar Kapur,Krishna Abhishek,Viveka Babajee,Sheeba Bhakri
Zindagi Khoobsoorat Hai,2002,126,"Drama, Family",5.5,51,Kajal Naskar,Manoj Punj,Gurdas Maan,Tabu
2-Oct,2003,122,"Action, Crime, Thriller",5,33,Sunil Tiwari,Ashutosh Rana,Rocky Verma,Saadhika
3 Deewarein,2003,115,"Crime, Drama",7.8,2322,Nagesh Kukunoor,Naseeruddin Shah,Jackie Shroff,Juhi Chawla
88 Antop Hill,2003,119,"Mystery, Thriller",4.7,66,Kushan Nandy,Atul Kulkarni,Rahul Dev,Suchitra Pillai
Aaj Ka Andha Kanoon,2003,46,Action,3.1,15,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali
Aanch,2003,160,Drama,5.6,102,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
Aapko Pehle Bhi Kahin Dekha Hai,2003,145,"Action, Comedy, Drama",4.5,273,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal
Andaaz,2003,145,"Drama, Musical, Romance",5.3,2359,Raj Kanwar,Akshay Kumar,Lara Dutta,Priyanka Chopra Jonas
Anjaneya,2003,168,"Action, Crime, Drama",3.4,363,N. Maharajan,Ajith Kumar,Meera Jasmine,Raghuvaran
Anubhav: An Experience,2003,90,Crime,3.4,11,Sandeep Kumar,Afrin,Amit,Neel Arvind
Armaan,2003,158,"Drama, Family, Romance",5.2,1096,Honey Irani,Amitabh Bachchan,Anil Kapoor,Preity Zinta
Baaz: A Bird in Danger,2003,180,"Mystery, Thriller",3.2,344,Tinnu Verma,Jackie Shroff,Sunil Shetty,Karisma Kapoor
Bad Boys,2003,118,Thriller,3.3,6,Vicky S. Kumar,Rakesh Bedi,Suresh Chatwal,Avtar Gill
Baghban,2003,181,"Drama, Romance",7.4,15518,Ravi Chopra,Amitabh Bachchan,Hema Malini,Salman Khan
Bhayaanak Panjaa,2003,95,Horror,4.9,24,R. Mittal,Birbal,Shail Chaturvedi,Anil Dhawan
Bhoot,2003,113,"Horror, Mystery, Thriller",6.5,3476,Ram Gopal Varma,Ajay Devgn,Urmila Matondkar,Nana Patekar
Boom,2003,100,"Crime, Thriller",2.3,1361,Kaizad Gustad,Amitabh Bachchan,Jackie Shroff,Gulshan Grover
Calcutta Mail,2003,128,"Action, Drama, Mystery",5.7,480,Sudhir Mishra,Anil Kapoor,Rani Mukerji,Manisha Koirala
Chaalbaaz,2003,117,Action,5.8,17,Gautam Verma,Rajat Bedi,Mithun Chakraborty,Dinesh Hingoo
Chale Chalo: The Lunacy of Film Making,2003,150,Documentary,8.6,336,Satyajit Bhatkal,Ashutosh Gowariker,Aamir Khan,Gracy Singh
Chalte Chalte,2003,167,"Drama, Romance",6.6,14779,Aziz Mirza,Shah Rukh Khan,Rani Mukerji,Jas Arora
Chameli,2003,108,Drama,7,2108,Sudhir Mishra,Kareena Kapoor,Rahul Bose,Rinke Khanna
Chori Chori,2003,135,"Comedy, Romance, Musical",4.8,837,Milan Luthria,Ajay Devgn,Sonali Bendre,Rani Mukerji
Chota Jadugar,2003,99,Fantasy,3.1,102,Jose Punnoose,Sooraj Balaji,S.P. Balasubrahmanyam,Julian Carey
Chupke Se,2003,164,"Comedy, Musical, Romance",5.4,112,Shona Urvashi,Zulfi Sayed,Masumeh Makhija,Rati Agnihotri
Chura Liyaa Hai Tumne,2003,143,"Action, Drama, Mystery",3.7,463,Sangeeth Sivan,Zayed Khan,Esha Deol,Gulshan Grover
Darna Mana Hai,2003,121,Horror,6.3,3207,Prawaal Raman,Saif Ali Khan,Sameera Reddy,Vivek Oberoi
Dhoop,2003,126,Drama,7.2,242,Ashwini Chaudhary,Om Puri,Revathi,Gul Panag
Dhund: The Fog,2003,153,"Adventure, Horror, Mystery",2.4,247,Shyam Ramsay,Amar Upadhyay,Aditi Govitrikar,Apoorva Agnihotri
Dil Ka Rishta,2003,150,"Drama, Musical, Romance",4.8,1615,Naresh Malhotra,Arjun Rampal,Aishwarya Rai Bachchan,Priyanshu Chatterjee
Dil Pardesi Ho Gayaa,2003,150,"Romance, Drama",4.8,91,Saawan Kumar Tak,Kapil Jhaveri,Saloni Aswani,Amrish Puri
Dudes in the 10th Century,2003,130,Comedy,4.6,850,Imtiaz Punjabi,Paresh Rawal,Iqbal Khan,Anuj Sawhney
Dum,2003,166,"Action, Crime, Drama",5.6,1597,Eeshwar Nivas,Vivek Oberoi,Dia Mirza,Atul Kulkarni
Ek Alag Mausam,2003,120,Drama,6.7,46,K.P. Sasi,Nandita Das,Rajit Kapoor,Anupam Kher
Ek Din 24 Ghante,2003,95,Thriller,3.9,78,Anant Balani,Rahul Bose,Ahmed Chaudhary,Nandita Das
Escape from Taliban,2003,133,"Adventure, Drama, Thriller",4.3,164,Ujjwal Chatterjee,Manisha Koirala,Nawab Shah,Vineeta Malik
Footpath,2003,164,"Action, Crime, Drama",5.3,824,Vikram Bhatt,Aftab Shivdasani,Bipasha Basu,Rahul Dev
Gangaajal,2003,157,"Action, Crime, Drama",7.8,16172,Prakash Jha,Ajay Devgn,Gracy Singh,Mohan Joshi
Guru,2003,162,Action,5.6,75,Swapan Saha,Mithun Chakraborty,Kaushik Banerjee,Rachana Banerjee
Haasil,2003,160,"Crime, Drama, Romance",7.6,2808,Tigmanshu Dhulia,Jimmy Sheirgill,Hrishitaa Bhatt,Irrfan Khan
Hawa,2003,129,"Drama, Horror, Thriller",3.3,290,Guddu Dhanoa,Tabu,Shahbaaz Khan,Mukesh Tiwari
Hawayein,2003,176,"Drama, Romance",6.2,180,Amitoj Mann,Amitoj Mann,Babbu Mann,Anandee Tripathi
Hazaaron Khwaishein Aisi,2003,120,Drama,7.9,4744,Sudhir Mishra,Kay Kay Menon,Shiney Ahuja,Chitrangda Singh
Hollywood,2003,130,"Comedy, Sci-Fi",7,196,D. Rajendra Babu,Emma Dean,Felicity Mason,Anant Nag
Humein Tumse Pyar Ho Gaya Chupke Chupke,2003,135,Drama,1.7,27,Pramod Mandloi,Meghna Desai,Siddharth Dhawan,Dinesh Hingoo
Hungama,2003,153,"Comedy, Drama, Romance",7.5,13768,Priyadarshan,Akshaye Khanna,Aftab Shivdasani,Rimi Sen
In Your Name,2003,132,"Action, Drama, Romance",7.1,17628,Satish Kaushik,Salman Khan,Bhoomika Chawla,Sachin Khedekar
Inteha,2003,155,"Action, Drama, Thriller",5.1,153,Vikram Bhatt,Ashmit Patel,Vidya Malvade,Nauheed Cyrusi
Ishq Vishk,2003,134,"Comedy, Romance",6,3937,Ken Ghosh,Shahid Kapoor,Amrita Rao,Shenaz Treasury
It Happens That Way Too: Part II,2003,137,"Comedy, Crime, Drama",7.3,719,Shashanka Ghosh,Arshad Warsi,Prashant Narayanan,Sandhya Mridul
Jaal: The Trap,2003,142,"Action, Drama, Romance",4.1,459,Guddu Dhanoa,Sunny Deol,Tabu,Reema Sen
Jajantaram Mamantaram,2003,122,"Action, Adventure, Comedy",5.8,864,Soumitra Ranade,Javed Jaffrey,Gulshan Grover,Joy Fernandes
Janasheen,2003,162,"Musical, Action, Drama",2.9,358,Feroz Khan,Feroz Khan,Fardeen Khan,Celina Jaitly
Jhankaar Beats,2003,143,"Comedy, Music, Romance",7.2,1976,Sujoy Ghosh,Sanjay Suri,Rahul Bose,Juhi Chawla
Jism,2003,136,"Drama, Romance, Thriller",5.2,2061,Amit Saxena,Bipasha Basu,John Abraham,Gulshan Grover
Joggers' Park,2003,133,"Comedy, Romance",6.2,353,Anant Balani,Victor Banerjee,Perizaad Zorabian,Divya Dutta
Kaash... Hamara Dil Pagal Na Hota,2003,149,Comedy,3.6,7,Mangal Anand,Sunil Singh,Chetan Aneja,Mithun Purandare
Kagaar: Life on the Edge,2003,150,"Crime, Drama",5.7,50,N. Chandra,Om Puri,Nandita Das,Amitabh Dayal
Kal Ho Naa Ho,2003,186,"Comedy, Drama, Musical",7.9,64972,Nikkhil Advani,Preity Zinta,Shah Rukh Khan,Saif Ali Khan
Khel,2003,174,"Action, Crime, Drama",4,467,Yusuf Khan,Sunny Deol,Sunil Shetty,Ajay Jadeja
Khushi,2003,161,"Action, Comedy, Drama",4.4,1565,S.J. Suryah,Sunil Kumar Agrawal,Fardeen Khan,Kareena Kapoor
Khwahish,2003,152,"Drama, Romance, Musical",4.1,197,Govind Menon,Himanshu Malik,Mallika Sherawat,Shivaji Satam
Koi Hai,2003,102,"Drama, Horror",2.4,9,Rajiv S. Ruia,Aman Verma,Shweta Menon,Rinku Ghosh
Koi... Mil Gaya,2003,171,"Action, Drama, Romance",7.1,21982,Rakesh Roshan,Hrithik Roshan,Rekha,Preity Zinta
Kucch To Hai,2003,143,"Horror, Mystery",4.2,851,Anurag Basu,Anil v Kumar,Tusshar Kapoor,Esha Deol
Kuch Naa Kaho,2003,169,"Comedy, Drama, Romance",5.4,2224,Rohan Sippy,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah
LOC: Kargil,2003,255,"Drama, History, War",5.2,2601,J.P. Dutta,Sanjay Dutt,Ajay Devgn,Saif Ali Khan
Love at Times Square,2003,120,"Drama, Romance",3.8,205,Dev Anand,Dev Anand,Heenee Kaushik,Shoib Khan
Main Prem Ki Diwani Hoon,2003,197,"Comedy, Drama, Musical",4,4401,Sooraj R. Barjatya,Hrithik Roshan,Kareena Kapoor,Abhishek Bachchan
Maqbool,2003,132,"Crime, Drama, Thriller",8.1,10024,Vishal Bhardwaj,Irrfan Khan,Tabu,Pankaj Kapur
Market,2003,160,"Drama, Musical",3.5,132,Jayprakkash Shaw,Manisha Koirala,Suman Ranganath,Aryan Vaid
Matrubhoomi: A Nation Without Women,2003,99,Drama,7.7,2042,Manish Jha,Tulip Joshi,Sudhir Pandey,Sushant Singh
Maut Ke Peeche Maut,2003,95,Horror,4.2,6,Kishan Shah,Hemant Birje,Brij Gopal,K.K. Goswami
Meri Ganga Ki Saugandh,2003,110,Action,5.6,7,Kanti Shah,Shakti Kapoor,Amit Pachori,Sapna Sappu
Mudda: The Issue,2003,155,Drama,3.9,29,Saurabh Shukla,Prashant Narayanan,Rekha Vedavyasa,Aditya Srivastav
Mumbai Matinee,2003,125,"Romance, Comedy",5.2,268,Anant Balani,Rahul Bose,Perizaad Zorabian,Vijay Raaz
Mumbai Se Aaya Mera Dost,2003,146,"Action, Comedy, Drama",3.3,548,Apoorva Lakhia,Abhishek Bachchan,Lara Dutta,Chunky Panday
Munna Bhai M.B.B.S.,2003,156,"Comedy, Drama",8.1,75813,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Gracy Singh
Nayee Padosan,2003,136,Comedy,5.4,374,B.H. Tharun Kumar,Vikas Kalantri,Anuj Sawhney,Aslam Khan
Neelambari,2003,154,Drama,7.4,15,S.J. Suryah,Shankanada Aravind,Devraj,Charu Haasan
Oops!,2003,109,"Comedy, Drama",3.5,93,Deepak Tijori,Kiran Janjani,Vikas Sethi,Adyasha
Out of Control,2003,124,"Comedy, Drama, Romance",3.3,241,Apurva Asrani,Ramanjit Juneja,Riteish Deshmukh,Brande Roderick
Paanch,2003,130,"Crime, Thriller",7.7,2200,Anurag Kashyap,Kay Kay Menon,Aditya Srivastav,Joy Fernandes
Paap,2003,120,"Action, Drama, Romance",5.1,806,Pooja Bhatt,John Abraham,Udita Goswami,Mohan Agashe
Parasuram,2003,142,"Action, Drama",4.3,46,Arjun Sarja,Abbas,Rahul Dev,Kiran
Parwana,2003,112,"Action, Drama, Romance",2.2,284,Deepak Bahry,Ajay Devgn,Ameesha Patel,Pooja Batra
Patth,2003,157,Drama,4.6,29,Shivram Yadav,Sharad S. Kapoor,Payal Rohatgi,Hyder Kazmi
Pinjar,2003,188,Drama,8,2633,Chandra Prakash Dwivedi,Urmila Matondkar,Manoj Bajpayee,Sanjay Suri
Pran Jaaye Par Shaan Na Jaaye,2003,137,"Comedy, Drama",6.2,324,Sanjay Jha,Raveena Tandon,Namrata Shirodkar,Rinke Khanna
Pudhiya Geethai,2003,140,"Action, Drama, Romance",4.7,1229,Jagan,Joseph Vijay,Meera Jasmine,Ameesha Patel
Pyaar Kiya Nahin Jaata..,2003,77,"Drama, Romance",6.1,14,Mahesh Manjrekar,Usha Bachani,Sonali Bendre,Nikhil Chinappa
Pyaasa Haiwan,2003,106,Horror,5.3,30,Kanti Shah,Sapna Sappu,Kanti Shah,Randhir Singh
Qayamat: City Under Threat,2003,180,"Action, Drama, Romance",4.7,2202,Harry Baweja,Ajay Devgn,Sunil Shetty,Sanjay Kapoor
Raghu Romeo,2003,100,"Comedy, Crime",6.9,651,Rajat Kapoor,Vijay Raaz,Maria Goretti,Sadiya Siddiqui
Raja Bhaiya,2003,127,"Comedy, Drama",3.7,211,Raman Kumar,Sadashiv Amrapurkar,Rakesh Bedi,Kajal Chakraborty
Road to Ladakh,2003,50,Drama,6.1,268,Ashvin Kumar,Deepak,Rimpoche Dorje,Thuptan Gelek
Saaya,2003,135,"Drama, Fantasy, Mystery",5.8,913,Anurag Basu,John Abraham,Tara Sharma,Mahima Chaudhry
Sabse Badi Ganga Ki Saugandh,2003,114,Action,2.9,7,K.I. Sheikh,Hemant Birje,Dharmendra,Gautam
Samay: When Time Strikes,2003,136,"Crime, Mystery, Thriller",6.9,1830,Robbie Grewal,Sushmita Sen,Lucy Bartholomew,Tushar Dalvi
Satta,2003,153,"Crime, Drama",6.8,544,Madhur Bhandarkar,Raveena Tandon,Atul Kulkarni,Shri Vallabh Vyas
Sssshhh...,2003,163,"Horror, Mystery",4.4,330,Pavan Kaul,Tanishaa Mukerji,Dino Morea,Karann Nathh
Stumped,2003,121,"Comedy, Drama, Sport",2.6,121,Gaurav Pandey,Raveena Tandon,Alyy Khan,Salman Khan
Supari,2003,142,"Action, Crime, Drama",4.3,136,Padam Kumar,Nandita Das,Uday Chopra,Rahul Dev
Tada,2003,154,Action,4.7,24,Sisir. P. Mishra,Ishrat Ali,Sadashiv Amrapurkar,Arjun
Taj Mahal: A Monument of Love,2003,235,"Drama, History, Romance",6.7,51,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda,Raghu Khosla
Talaash: The Hunt Begins...,2003,153,"Action, Drama, Mystery",4.7,1411,Suneel Darshan,Rakhee Gulzar,Akshay Kumar,Kareena Kapoor
Tehzeeb,2003,143,Drama,5.9,525,Khalid Mohamed,Shabana Azmi,Urmila Matondkar,Arjun Rampal
The Hero: Love Story of a Spy,2003,160,"Action, Adventure, Drama",5.3,2133,Anil Sharma,Sunny Deol,Preity Zinta,Priyanka Chopra Jonas
Tujhe Meri Kasam,2003,155,Romance,6.4,370,Vijay K. Bhaskar,Riteish Deshmukh,Genelia D'Souza,Shakti Kapoor
Winner,2003,145,"Action, Comedy, Drama",6.4,310,Sundar C.,Prashanth,Kiran Rathod,Vadivelu
Wrong Number,2003,121,"Mystery, Thriller",3.9,57,Jignesh V. Vaishnav,Parvin Dabas,Yash Tonk,Richa Pallod
Xcuse Me,2003,152,Comedy,5.7,798,N. Chandra,Sharman Joshi,Sahil Khan,Anil Chaudhary
Yeh Dil,2003,147,"Drama, Romance",3.9,200,Teja,Tusshar Kapoor,Anita Hassanandani Reddy,Chetana Das
Yeh Hai Chakkad Bakkad Bumbe Bo,2003,90,Adventure,6.6,9,Sridhar Rangayan,Tom Alter,Mona Ambegaonkar,Aardra Athalye
Zameen,2003,154,"Action, Adventure, Thriller",5.3,1468,Rohit Shetty,Ajay Devgn,Abhishek Bachchan,Bipasha Basu
1:1.6 An Ode to Lost Love,2004,96,Drama,6.2,17,Madhu Ambat,Rati Agnihotri,Gulshan Grover,Atul Kulkarni
19 Revolutions,2004,94,Drama,4.5,16,Sridhar Reddy,Tarun Arora,Gulshan Grover,Vinay Pandey
Aabra Ka Daabra,2004,144,Fantasy,2.4,264,Dheeraj Kumar,Naveen Bawa,Prabhu Deva,Satish Kaushik
Aan: Men at Work,2004,149,"Action, Crime, Drama",5.7,2907,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
Ab Tak Chhappan,2004,129,"Action, Crime, Drama",7.8,8379,Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma
Ab Tumhare Hawale Watan Saathiyo,2004,193,"Action, Drama, War",4.6,1494,Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar
Ab... Bas!,2004,137,"Romance, Thriller",3.2,74,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi
Aetbaar,2004,152,"Action, Drama, Musical",4.6,1013,Vikram Bhatt,Amitabh Bachchan,John Abraham,Bipasha Basu
Aitraaz,2004,160,"Drama, Romance, Thriller",6.6,9721,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Kareena Kapoor
AK 47,2004,125,"Action, Thriller",5,39,Raam Shetty,Aditya,Sheetal Bavishi,Om Puri
Asambhav,2004,139,"Action, Adventure, Drama",3.4,577,Rajiv Rai,Arjun Rampal,Naseeruddin Shah,Priyanka Chopra Jonas
Bardaasht,2004,155,"Action, Drama, Thriller",5.9,661,Eeshwar Nivas,Bobby Deol,Lara Dutta,Rahul Dev
Black Friday,2004,143,"Action, Crime, Drama",8.5,19493,Anurag Kashyap,Kay Kay Menon,Pawan Malhotra,Aditya Srivastav
Bride & Prejudice,2004,122,"Comedy, Drama, Musical",6.2,20125,Gurinder Chadha,Martin Henderson,Aishwarya Rai Bachchan,Nadira Babbar
Chai Pani Etc.,2004,92,Comedy,4.7,24,Manu Rewal,Konkona Sen Sharma,Zafar Karachiwala,Gaurav Kapoor
Charas: A Joint Effort,2004,140,"Action, Crime, Thriller",5.3,336,Tigmanshu Dhulia,Jimmy Sheirgill,Uday Chopra,Irrfan Khan
Dev,2004,172,Drama,6.9,1332,Govind Nihalani,Amitabh Bachchan,Om Puri,Fardeen Khan
Devi Putrudu,2004,161,"Action, Drama, Fantasy",5.8,260,Kodi Ramakrishna,Venkatesh Daggubati,Anjala Zaveri,Soundarya
Dhoom,2004,129,"Action, Crime, Drama",6.7,18768,Sanjay Gadhvi,Abhishek Bachchan,John Abraham,Uday Chopra
Dil Maange More!!!,2004,123,"Musical, Romance",5.2,1808,Ananth Narayan Mahadevan,Shahid Kapoor,Ayesha Takia,Tulip Joshi
Dil Ne Jise Apna Kaha,2004,135,"Drama, Romance",4.4,1716,Atul Agnihotri,Salman Khan,Preity Zinta,Bhoomika Chawla
Dobara,2004,135,"Musical, Drama",3.2,129,Shashi Ranjan,Jackie Shroff,Raveena Tandon,Mahima Chaudhry
Ek Hasina Thi,2004,120,"Crime, Drama, Mystery",7.5,6992,Sriram Raghavan,Saif Ali Khan,Urmila Matondkar,Seema Biswas
Ek Se Badhkar Ek,2004,146,"Comedy, Thriller",4.4,155,Kundan Shah,Sunil Shetty,Raveena Tandon,Shekhar Suman
Fida,2004,122,"Action, Crime, Drama",5.5,2470,Ken Ghosh,Kareena Kapoor,Fardeen Khan,Shahid Kapoor
Gajendra,2004,145,Action,3.5,77,Suresh Krishna,Sarath Babu,Rajat Bedi,Flora
Gambeeram,2004,165,"Action, Comedy, Crime",4.5,62,Suresh,Tanikella Bharani,Brahmanandam,Jasper
Gayab,2004,138,"Drama, Fantasy, Thriller",4.2,781,Prawaal Raman,Tusshar Kapoor,Antara Mali,Raghuvir Yadav
Ghar Grihasti,2004,142,"Drama, Family",4,130,Mahesh Tillekar,Aishwarya Narkar,Sulabha Arya,Sajid Sheikh
Girlfriend,2004,126,Drama,3.2,344,Karan Razdan,Isha Koppikar,Aashish Chaudhary,Amrita Arora
Hanan,2004,127,"Musical, Action, Drama",6,44,Makrand Deshpande,Manoj Bajpayee,Sonali Kulkarni,Seema Biswas
Hari Om,2004,108,"Romance, Comedy",6.2,111,Ganapathy Bharat,A.K. Hangal,Jean-Marie Lamour,Camille Natta
Hatya: The Murder,2004,131,"Action, Crime, Drama",4.1,492,Kader Kashmiri,Akshay Kumar,Varsha Usgaonkar,Navin Nischol
Hava Aney Dey,2004,93,Drama,6.2,101,Partho Sen-Gupta,Aniket Vishwasrao,Nishikant Kamat,Tannishtha Chatterjee
Hawas,2004,123,"Drama, Romance, Thriller",2.7,202,Karan Razdan,Shawar Ali,Meghna Naidu,Tarun Arora
Ho Sakta Hai!,2004,101,"Crime, Horror, Thriller",6.1,45,Wilson Louis,Victor Banerjee,Krishna Bhatt,Mahesh Bhatt
Hulchul,2004,149,"Action, Comedy, Drama",7,7251,Priyadarshan,Akshaye Khanna,Kareena Kapoor,Amrish Puri
Hum Kaun Hai?,2004,119,"Horror, Drama, Mystery",3.6,322,Ravi Sharma Shankar,Amitabh Bachchan,Dimple Kapadia,Dharmendra
Hum Tum,2004,143,"Comedy, Drama, Romance",7,13486,Kunal Kohli,Saif Ali Khan,Rani Mukerji,Kirron Kher
I - Proud to be an Indian,2004,129,"Action, Crime, Drama",6.1,526,Puneet Sira,Sohail Khan,Tim Lawrence,Mona Ambegaonkar
Insaaf: The Justice,2004,136,"Action, Drama",3.9,92,Shrey Srivastava,Dino Morea,Namrata Shirodkar,Sanjay Suri
Inteqam: The Perfect Game,2004,127,"Action, Thriller",5,85,Pankaj Parashar,Manoj Bajpayee,Isha Koppikar,Nethra Raghuraman
